sigmoid_colon	stomach
ENSG00000183775	0.02	0.00
ENSG00000183778	0.01	0.01
ENSG00000183779	0.32	0.24
ENSG00000183780	0.00	0.00
ENSG00000183783	0.04	0.09
ENSG00000183784	0.01	0.00
ENSG00000183785	0.03	0.00
ENSG00000183791	0.00	0.00
ENSG00000183793	0.31	0.01
ENSG00000183795	0.00	0.00
ENSG00000183798	0.09	0.07
ENSG00000183801	0.29	0.00
ENSG00000183807	0.09	0.00
ENSG00000183808	0.59	0.97
ENSG00000183813	0.00	0.00
ENSG00000183814	0.15	0.03
ENSG00000183826	0.39	2.25
ENSG00000183828	0.18	0.35
ENSG00000183831	0.02	0.00
ENSG00000183833	0.04	0.08
ENSG00000183837	0.01	0.05
ENSG00000183840	0.02	0.31
ENSG00000183844	0.01	0.46
ENSG00000183850	0.01	0.00
ENSG00000183853	0.98	0.32
ENSG00000183856	0.02	0.30
ENSG00000183862	0.00	0.00
ENSG00000183864	1.07	0.96
ENSG00000183873	0.02	0.00
ENSG00000183876	0.04	0.00
ENSG00000183878	1.18	0.84
ENSG00000183888	0.00	0.00
ENSG00000183889	2.00	3.18
ENSG00000183891	0.37	0.53
ENSG00000183908	0.05	0.00
ENSG00000183914	0.01	0.18
ENSG00000183918	0.01	0.00
ENSG00000183921	0.00	0.00
ENSG00000183943	0.22	1.06
ENSG00000183955	0.57	1.29
ENSG00000183960	0.03	0.02
ENSG00000183963	32.53	13.09
ENSG00000183971	0.00	0.00
ENSG00000183977	0.00	0.00
ENSG00000183978	2.82	3.11
ENSG00000183979	0.02	0.00
ENSG00000184005	0.10	0.00
ENSG00000184007	6.95	5.05
ENSG00000184009	37.07	40.89
ENSG00000184012	0.06	7.39
ENSG00000184014	2.79	2.26
ENSG00000184022	0.00	0.00
ENSG00000184029	0.00	0.00
ENSG00000184032	0.00	0.00
ENSG00000184033	0.00	0.00
ENSG00000184047	1.59	0.98
ENSG00000184056	0.25	0.53
ENSG00000184058	0.10	0.00
ENSG00000184060	0.52	0.18
ENSG00000184076	2.38	3.05
ENSG00000184083	0.14	0.13
ENSG00000184108	0.00	0.00
ENSG00000184110	1.90	8.46
ENSG00000184113	1.61	1.44
ENSG00000184117	0.36	0.16
ENSG00000184140	0.00	0.00
ENSG00000184144	0.07	0.01
ENSG00000184148	0.00	0.00
ENSG00000184154	0.13	0.00
ENSG00000184155	0.00	0.00
ENSG00000184156	0.07	0.01
ENSG00000184160	0.02	0.08
ENSG00000184162	0.31	0.01
ENSG00000184163	0.01	0.06
ENSG00000184164	0.73	1.86
ENSG00000184166	0.00	0.00
ENSG00000184178	0.38	0.91
ENSG00000184182	1.91	1.96
ENSG00000184185	0.03	0.00
ENSG00000184194	0.05	0.00
ENSG00000184203	2.35	1.27
ENSG00000184205	1.42	2.37
ENSG00000184206	0.04	0.01
ENSG00000184207	0.29	0.56
ENSG00000184208	0.33	0.30
ENSG00000184209	0.55	0.13
ENSG00000184210	0.00	0.00
ENSG00000184216	0.96	1.35
ENSG00000184220	0.49	0.07
ENSG00000184221	0.00	0.00
ENSG00000184226	0.44	0.81
ENSG00000184227	0.58	0.14
ENSG00000184232	1.19	0.67
ENSG00000184254	1.02	1.32
ENSG00000184258	0.00	0.00
ENSG00000184260	31.43	41.24
ENSG00000184261	0.00	0.00
ENSG00000184270	3.50	0.38
ENSG00000184271	0.24	0.29
ENSG00000184276	0.00	0.00
ENSG00000184277	1.46	2.88
ENSG00000184281	1.40	0.99
ENSG00000184292	0.02	0.28
ENSG00000184293	0.00	0.00
ENSG00000184302	0.00	0.00
ENSG00000184304	0.56	0.07
ENSG00000184305	0.05	0.11
ENSG00000184307	0.07	0.58
ENSG00000184313	0.33	0.54
ENSG00000184321	0.00	0.00
ENSG00000184330	0.00	0.00
ENSG00000184343	0.26	0.08
ENSG00000184344	0.00	0.00
ENSG00000184345	0.00	0.00
ENSG00000184347	0.84	0.33
ENSG00000184349	0.19	1.01
ENSG00000184350	0.03	0.00
ENSG00000184351	0.00	0.00
ENSG00000184357	0.32	1.80
ENSG00000184361	0.00	0.00
ENSG00000184363	0.02	4.98
ENSG00000184368	0.04	0.02
ENSG00000184371	0.62	0.21
ENSG00000184374	0.00	0.00
ENSG00000184378	0.03	0.01
ENSG00000184381	0.30	1.54
ENSG00000184384	0.46	0.39
ENSG00000184388	0.00	0.00
ENSG00000184389	0.00	0.00
ENSG00000184394	0.00	0.00
ENSG00000184402	0.30	0.20
ENSG00000184408	0.04	0.00
ENSG00000184428	0.23	1.05
ENSG00000184432	2.31	1.44
ENSG00000184434	0.00	0.00
ENSG00000184436	1.38	1.24
ENSG00000184445	0.29	0.61
ENSG00000184451	0.12	0.19
ENSG00000184454	0.00	0.02
ENSG00000184459	0.00	0.00
ENSG00000184465	0.82	0.65
ENSG00000184470	0.58	1.11
ENSG00000184471	0.00	0.00
ENSG00000184478	0.00	0.00
ENSG00000184481	0.71	0.07
ENSG00000184486	0.00	0.00
ENSG00000184489	0.24	0.28
ENSG00000184492	0.01	0.00
ENSG00000184497	0.12	0.03
ENSG00000184500	0.47	0.40
ENSG00000184502	0.00	0.00
ENSG00000184507	0.00	0.00
ENSG00000184508	0.30	0.27
ENSG00000184515	0.13	0.00
ENSG00000184517	0.49	0.06
ENSG00000184524	0.10	0.00
ENSG00000184530	0.00	0.00
ENSG00000184544	0.00	0.00
ENSG00000184545	0.04	0.03
ENSG00000184557	0.29	1.41
ENSG00000184560	0.00	0.00
ENSG00000184564	0.02	0.00
ENSG00000184571	0.00	0.00
ENSG00000184574	0.03	0.03
ENSG00000184575	0.86	0.41
ENSG00000184584	0.41	0.17
ENSG00000184588	0.33	0.01
ENSG00000184599	0.00	0.00
ENSG00000184601	0.14	0.01
ENSG00000184602	0.43	0.56
ENSG00000184611	0.01	0.00
ENSG00000184613	0.31	3.00
ENSG00000184619	0.28	0.21
ENSG00000184634	0.73	0.81
ENSG00000184635	0.14	0.01
ENSG00000184640	5.31	2.99
ENSG00000184647	0.00	0.00
ENSG00000184650	0.00	0.00
ENSG00000184659	0.00	0.00
ENSG00000184661	0.00	0.60
ENSG00000184672	0.04	0.00
ENSG00000184675	0.16	0.14
ENSG00000184677	0.40	0.84
ENSG00000184678	1.50	5.55
ENSG00000184682	0.00	0.00
ENSG00000184697	0.00	0.00
ENSG00000184698	0.00	0.00
ENSG00000184702	0.34	1.17
ENSG00000184708	0.60	0.73
ENSG00000184709	0.00	0.26
ENSG00000184716	0.00	0.00
ENSG00000184719	0.38	0.00
ENSG00000184724	0.00	0.00
ENSG00000184730	0.03	0.00
ENSG00000184731	0.00	0.26
ENSG00000184735	0.00	0.00
ENSG00000184743	3.23	1.35
ENSG00000184752	4.36	1.50
ENSG00000184761	0.00	0.00
ENSG00000184785	0.26	0.01
ENSG00000184786	0.04	0.00
ENSG00000184787	1.92	1.71
ENSG00000184788	0.00	0.00
ENSG00000184792	0.04	0.21
ENSG00000184811	0.13	0.00
ENSG00000184814	0.00	0.00
ENSG00000184828	0.02	0.61
ENSG00000184831	0.17	0.50
ENSG00000184838	0.16	0.23
ENSG00000184840	1.37	1.92
ENSG00000184845	0.00	0.00
ENSG00000184857	0.31	0.29
ENSG00000184860	0.05	0.09
ENSG00000184863	0.97	1.37
ENSG00000184867	0.96	0.80
ENSG00000184881	0.02	0.00
ENSG00000184887	1.32	0.53
ENSG00000184895	0.00	0.00
ENSG00000184897	2.58	3.41
ENSG00000184898	0.31	0.03
ENSG00000184900	1.58	0.78
ENSG00000184903	0.54	0.54
ENSG00000184905	0.77	0.17
ENSG00000184908	0.02	0.00
ENSG00000184911	0.00	0.00
ENSG00000184916	0.09	0.42
ENSG00000184922	0.31	0.37
ENSG00000184923	0.06	0.00
ENSG00000184924	1.02	0.59
ENSG00000184925	0.00	0.05
ENSG00000184933	0.00	0.00
ENSG00000184937	0.05	0.00
ENSG00000184939	1.37	0.29
ENSG00000184945	0.00	0.00
ENSG00000184949	0.09	0.01
ENSG00000184954	0.00	0.00
ENSG00000184956	0.00	1.90
ENSG00000184967	0.15	0.05
ENSG00000184979	0.25	0.07
ENSG00000184983	2.72	1.42
ENSG00000184984	0.00	0.00
ENSG00000184985	0.11	0.00
ENSG00000184986	0.14	0.05
ENSG00000184988	0.14	0.09
ENSG00000184990	10.50	8.22
ENSG00000184992	0.08	0.04
ENSG00000184995	0.00	0.00
ENSG00000184999	0.00	0.00
ENSG00000185000	0.78	0.80
ENSG00000185002	0.00	0.03
ENSG00000185008	0.08	0.01
ENSG00000185009	0.90	0.15
ENSG00000185010	0.43	0.15
ENSG00000185013	0.00	0.00
ENSG00000185015	0.04	0.13
ENSG00000185019	0.19	0.14
ENSG00000185022	0.43	2.91
ENSG00000185024	0.72	1.30
ENSG00000185028	0.00	0.00
ENSG00000185033	1.43	0.85
ENSG00000185038	0.00	0.09
ENSG00000185040	0.01	0.00
ENSG00000185043	0.95	0.82
ENSG00000185046	1.17	0.06
ENSG00000185049	0.55	0.13
ENSG00000185052	0.48	0.04
ENSG00000185053	0.02	0.00
ENSG00000185055	0.00	0.00
ENSG00000185056	0.00	0.00
ENSG00000185069	0.00	0.00
ENSG00000185070	0.21	0.01
ENSG00000185085	0.36	0.36
ENSG00000185087	0.00	0.00
ENSG00000185088	5.46	0.50
ENSG00000185090	0.03	0.00
ENSG00000185100	0.26	1.33
ENSG00000185101	0.01	0.91
ENSG00000185104	1.51	3.23
ENSG00000185105	0.00	0.00
ENSG00000185112	0.51	0.03
ENSG00000185115	0.91	0.35
ENSG00000185122	1.34	2.64
ENSG00000185127	0.92	0.34
ENSG00000185129	1.20	0.69
ENSG00000185130	0.09	0.04
ENSG00000185133	0.06	0.77
ENSG00000185149	0.06	0.00
ENSG00000185155	0.00	0.00
ENSG00000185156	0.00	0.00
ENSG00000185158	0.50	1.24
ENSG00000185163	0.19	0.79
ENSG00000185164	1.26	0.48
ENSG00000185176	0.00	0.02
ENSG00000185177	0.00	0.00
ENSG00000185187	1.43	3.09
ENSG00000185189	0.91	6.67
ENSG00000185198	0.00	0.00
ENSG00000185201	3.43	0.29
ENSG00000185215	1.11	3.22
ENSG00000185219	0.20	0.11
ENSG00000185220	0.15	0.19
ENSG00000185222	1.48	0.27
ENSG00000185231	0.00	0.00
ENSG00000185236	0.50	1.79
ENSG00000185238	0.50	1.22
ENSG00000185245	0.00	0.00
ENSG00000185246	0.66	3.33
ENSG00000185247	0.00	0.00
ENSG00000185250	0.17	0.00
ENSG00000185252	0.32	0.67
ENSG00000185261	0.14	0.13
ENSG00000185262	0.33	0.04
ENSG00000185264	0.00	0.00
ENSG00000185267	0.08	4.76
ENSG00000185269	0.00	0.00
ENSG00000185271	0.05	0.00
ENSG00000185272	0.06	0.00
ENSG00000185274	0.41	0.02
ENSG00000185278	0.21	1.58
ENSG00000185290	0.00	0.00
ENSG00000185291	0.19	0.08
ENSG00000185294	0.00	0.00
ENSG00000185298	0.31	0.21
ENSG00000185303	0.00	13.34
ENSG00000185304	0.06	0.00
ENSG00000185305	0.52	0.44
ENSG00000185306	0.00	0.00
ENSG00000185313	0.00	0.00
ENSG00000185324	0.50	3.90
ENSG00000185332	0.00	0.00
ENSG00000185338	0.13	0.08
ENSG00000185339	1.28	0.04
ENSG00000185340	0.46	1.21
ENSG00000185344	0.40	0.17
ENSG00000185345	0.30	0.38
ENSG00000185347	0.05	1.27
ENSG00000185352	0.02	0.09
ENSG00000185359	1.04	4.88
ENSG00000185361	0.54	0.20
ENSG00000185372	0.00	0.00
ENSG00000185379	0.12	0.05
ENSG00000185385	0.00	0.00
ENSG00000185386	0.08	0.20
ENSG00000185404	0.24	1.28
ENSG00000185414	1.04	0.44
ENSG00000185418	0.71	0.12
ENSG00000185420	0.48	2.17
ENSG00000185432	7.25	2.94
ENSG00000185436	0.04	0.01
ENSG00000185437	0.71	7.04
ENSG00000185442	1.09	0.81
ENSG00000185448	0.00	0.00
ENSG00000185453	0.14	0.09
ENSG00000185467	0.00	0.00
ENSG00000185475	1.33	3.04
ENSG00000185477	0.05	0.20
ENSG00000185479	0.00	0.00
ENSG00000185480	0.05	0.06
ENSG00000185482	0.07	0.02
ENSG00000185483	0.88	0.33
ENSG00000185499	0.25	11.53
ENSG00000185504	0.27	1.17
ENSG00000185507	0.25	1.25
ENSG00000185513	0.40	1.11
ENSG00000185515	0.43	0.45
ENSG00000185518	0.14	0.01
ENSG00000185519	0.00	0.00
ENSG00000185522	0.00	0.08
ENSG00000185523	0.00	0.00
ENSG00000185527	0.00	0.00
ENSG00000185532	1.60	0.12
ENSG00000185551	0.93	1.59
ENSG00000185559	0.01	0.00
ENSG00000185561	0.13	0.10
ENSG00000185565	1.04	0.14
ENSG00000185567	4.28	2.63
ENSG00000185585	1.91	0.07
ENSG00000185591	1.70	3.18
ENSG00000185594	0.00	0.00
ENSG00000185608	0.91	0.56
ENSG00000185610	0.00	0.00
ENSG00000185614	0.12	0.04
ENSG00000185615	0.02	1.86
ENSG00000185619	0.74	2.59
ENSG00000185621	0.18	0.31
ENSG00000185624	6.66	26.87
ENSG00000185627	3.33	1.12
ENSG00000185630	4.35	2.01
ENSG00000185633	0.27	0.07
ENSG00000185634	0.13	0.04
ENSG00000185640	0.00	0.00
ENSG00000185650	6.10	14.71
ENSG00000185651	1.30	2.12
ENSG00000185652	0.02	0.14
ENSG00000185658	2.20	1.50
ENSG00000185662	0.00	0.00
ENSG00000185664	0.02	0.09
ENSG00000185666	0.05	0.00
ENSG00000185668	0.00	0.00
ENSG00000185669	0.02	0.00
ENSG00000185670	0.34	0.37
ENSG00000185674	0.00	0.00
ENSG00000185681	1.28	1.81
ENSG00000185684	0.16	2.16
ENSG00000185686	0.00	0.00
ENSG00000185689	0.00	0.00
ENSG00000185697	0.05	0.07
ENSG00000185716	0.54	0.38
ENSG00000185721	2.36	0.21
ENSG00000185722	1.57	0.90
ENSG00000185728	1.64	0.95
ENSG00000185730	0.14	0.16
ENSG00000185736	0.09	0.03
ENSG00000185737	0.06	0.00
ENSG00000185739	0.02	0.00
ENSG00000185742	0.00	0.00
ENSG00000185745	0.94	0.21
ENSG00000185753	0.27	0.02
ENSG00000185758	0.00	0.00
ENSG00000185760	0.06	0.01
ENSG00000185761	0.02	0.66
ENSG00000185774	0.49	0.00
ENSG00000185775	0.00	0.00
ENSG00000185787	13.17	9.74
ENSG00000185792	0.00	0.00
ENSG00000185798	0.08	0.04
ENSG00000185800	0.73	0.87
ENSG00000185803	0.37	0.88
ENSG00000185808	0.66	2.59
ENSG00000185811	0.14	0.07
ENSG00000185813	0.67	2.64
ENSG00000185818	0.01	0.00
ENSG00000185821	0.00	0.00
ENSG00000185823	0.00	0.00
ENSG00000185825	1.86	0.83
ENSG00000185829	0.58	0.57
ENSG00000185838	0.10	0.07
ENSG00000185842	0.09	3.54
ENSG00000185860	0.00	0.00
ENSG00000185862	0.50	0.22
ENSG00000185863	0.00	0.00
ENSG00000185864	1.29	1.05
ENSG00000185869	0.18	0.01
ENSG00000185873	0.00	0.00
ENSG00000185875	0.01	0.00
ENSG00000185880	0.64	0.06
ENSG00000185883	1.33	1.53
ENSG00000185885	2.32	0.36
ENSG00000185888	0.00	0.00
ENSG00000185894	0.00	0.00
ENSG00000185896	2.56	2.27
ENSG00000185897	0.04	0.00
ENSG00000185899	0.00	0.00
ENSG00000185900	0.31	0.38
ENSG00000185905	0.07	0.00
ENSG00000185909	2.82	0.92
ENSG00000185915	0.00	0.00
ENSG00000185917	0.40	1.05
ENSG00000185920	0.20	0.59
ENSG00000185924	0.02	0.00
ENSG00000185926	0.00	0.00
ENSG00000185933	0.00	0.00
ENSG00000185940	0.00	0.00
ENSG00000185942	0.10	0.00
ENSG00000185946	1.04	0.60
ENSG00000185947	0.27	0.62
ENSG00000185950	0.44	0.55
ENSG00000185955	0.00	0.01
ENSG00000185958	0.00	0.00
ENSG00000185960	0.00	0.00
ENSG00000185962	0.00	0.00
ENSG00000185963	0.94	0.73
ENSG00000185966	0.00	0.00
ENSG00000185972	0.02	0.01
ENSG00000185973	0.59	1.03
ENSG00000185974	0.00	0.00
ENSG00000185982	0.00	0.00
ENSG00000185985	0.02	0.00
ENSG00000185988	0.01	0.00
ENSG00000185989	0.48	0.50
ENSG00000186001	1.55	1.03
ENSG00000186007	0.00	0.00
ENSG00000186009	0.00	13.14
ENSG00000186010	3.10	0.55
ENSG00000186017	0.48	0.19
ENSG00000186020	0.61	0.08
ENSG00000186026	0.08	0.00
ENSG00000186038	0.00	0.00
ENSG00000186047	0.03	0.00
ENSG00000186049	0.00	0.00
ENSG00000186051	0.00	0.00
ENSG00000186063	2.93	0.82
ENSG00000186073	0.76	1.01
ENSG00000186074	0.00	0.00
ENSG00000186075	0.00	0.00
ENSG00000186081	0.01	0.02
ENSG00000186086	0.00	0.00
ENSG00000186088	0.63	0.79
ENSG00000186090	0.00	0.00
ENSG00000186092	0.00	0.00
ENSG00000186094	0.01	0.00
ENSG00000186103	0.00	0.00
ENSG00000186104	0.50	2.90
ENSG00000186105	0.09	0.52
ENSG00000186106	0.70	0.37
ENSG00000186111	0.97	1.33
ENSG00000186113	0.00	0.00
ENSG00000186115	0.00	0.00
ENSG00000186117	0.00	0.00
ENSG00000186118	0.00	0.00
ENSG00000186119	0.00	0.00
ENSG00000186130	0.34	0.09
ENSG00000186132	0.51	0.15
ENSG00000186136	0.00	0.00
ENSG00000186141	0.78	0.77
ENSG00000186143	0.00	0.00
ENSG00000186146	0.00	0.00
ENSG00000186150	0.00	0.00
ENSG00000186153	0.45	1.62
ENSG00000186160	0.01	0.20
ENSG00000186166	0.84	1.80
ENSG00000186174	0.29	0.55
ENSG00000186184	3.20	1.38
ENSG00000186185	0.00	0.07
ENSG00000186187	0.60	0.42
ENSG00000186188	0.01	0.00
ENSG00000186190	0.00	0.00
ENSG00000186191	0.00	0.00
ENSG00000186193	0.00	0.12
ENSG00000186197	0.00	0.31
ENSG00000186198	0.00	0.00
ENSG00000186204	0.42	0.36
ENSG00000186205	0.37	0.19
ENSG00000186207	0.00	0.00
ENSG00000186212	0.00	0.14
ENSG00000186222	0.36	1.45
ENSG00000186226	0.00	0.00
ENSG00000186230	0.10	0.18
ENSG00000186231	0.02	0.00
ENSG00000186260	0.74	1.07
ENSG00000186265	0.00	0.00
ENSG00000186272	0.29	0.49
ENSG00000186280	0.01	0.00
ENSG00000186281	0.05	0.19
ENSG00000186283	1.50	0.72
ENSG00000186288	0.00	0.00
ENSG00000186297	0.00	0.00
ENSG00000186298	5.85	1.90
ENSG00000186300	0.29	0.25
ENSG00000186306	0.00	0.00
ENSG00000186310	0.24	0.00
ENSG00000186314	0.29	0.49
ENSG00000186318	0.44	0.36
ENSG00000186326	0.01	0.00
ENSG00000186329	0.00	0.00
ENSG00000186334	0.00	0.00
ENSG00000186335	0.00	0.00
ENSG00000186340	1.10	0.09
ENSG00000186350	0.76	1.03
ENSG00000186352	0.25	0.47
ENSG00000186354	0.01	0.12
ENSG00000186364	0.06	0.41
ENSG00000186367	0.00	0.00
ENSG00000186376	0.18	0.04
ENSG00000186377	0.09	0.24
ENSG00000186393	0.00	0.00
ENSG00000186395	0.07	0.57
ENSG00000186399	0.05	0.02
ENSG00000186400	0.00	0.00
ENSG00000186407	0.02	0.00
ENSG00000186409	0.11	0.05
ENSG00000186416	0.15	0.17
ENSG00000186417	0.14	0.05
ENSG00000186431	0.00	0.00
ENSG00000186432	1.49	0.52
ENSG00000186439	0.00	0.00
ENSG00000186440	0.00	0.00
ENSG00000186442	0.00	0.00
ENSG00000186446	0.39	0.00
ENSG00000186448	0.58	0.16
ENSG00000186451	0.00	0.00
ENSG00000186452	0.00	0.00
ENSG00000186453	0.06	0.00
ENSG00000186458	0.00	0.00
ENSG00000186462	0.21	0.00
ENSG00000186468	115.78	37.01
ENSG00000186469	1.24	0.09
ENSG00000186470	0.34	0.09
ENSG00000186471	0.00	0.00
ENSG00000186472	0.17	0.14
ENSG00000186474	0.00	0.00
ENSG00000186479	0.02	0.05
ENSG00000186480	1.37	1.47
ENSG00000186487	0.04	0.00
ENSG00000186493	0.00	0.15
ENSG00000186496	0.08	0.00
ENSG00000186501	0.53	0.18
ENSG00000186509	0.00	0.00
ENSG00000186510	0.00	0.36
ENSG00000186513	0.00	0.00
ENSG00000186517	0.20	0.35
ENSG00000186522	4.75	1.12
ENSG00000186523	0.08	0.05
ENSG00000186526	0.00	0.00
ENSG00000186529	0.00	0.11
ENSG00000186532	0.41	0.27
ENSG00000186562	0.00	0.00
ENSG00000186564	0.00	0.00
ENSG00000186566	0.77	0.47
ENSG00000186567	0.04	0.38
ENSG00000186572	0.00	0.00
ENSG00000186575	0.69	0.44
ENSG00000186577	0.90	1.11
ENSG00000186579	0.00	0.00
ENSG00000186583	0.01	0.00
ENSG00000186591	2.22	1.34
ENSG00000186599	0.00	0.00
ENSG00000186603	0.00	0.01
ENSG00000186625	0.49	0.30
ENSG00000186628	0.00	0.00
ENSG00000186635	2.21	4.52
ENSG00000186638	0.01	0.11
ENSG00000186642	1.37	2.70
ENSG00000186648	0.03	0.03
ENSG00000186652	0.00	0.00
ENSG00000186654	0.39	0.71
ENSG00000186660	2.18	0.72
ENSG00000186665	0.34	0.00
ENSG00000186666	0.15	0.33
ENSG00000186675	0.01	0.00
ENSG00000186684	0.02	0.00
ENSG00000186687	0.31	0.03
ENSG00000186710	0.00	0.00
ENSG00000186714	0.00	0.00
ENSG00000186716	0.54	0.97
ENSG00000186723	0.00	0.00
ENSG00000186732	0.00	0.00
ENSG00000186765	0.03	0.21
ENSG00000186766	0.01	0.00
ENSG00000186767	0.17	0.14
ENSG00000186777	0.01	0.00
ENSG00000186787	0.32	0.15
ENSG00000186788	0.00	0.00
ENSG00000186790	0.00	0.00
ENSG00000186792	0.10	0.03
ENSG00000186795	0.00	0.00
ENSG00000186803	0.00	0.00
ENSG00000186806	0.02	0.00
ENSG00000186810	0.00	0.00
ENSG00000186812	0.87	1.02
ENSG00000186814	0.39	0.22
ENSG00000186815	0.72	1.25
ENSG00000186818	0.16	0.00
ENSG00000186827	0.05	0.00
ENSG00000186832	0.00	0.00
ENSG00000186834	1.42	0.21
ENSG00000186838	0.00	0.00
ENSG00000186844	0.00	0.00
ENSG00000186847	0.00	0.03
ENSG00000186854	0.01	0.03
ENSG00000186860	0.00	0.00
ENSG00000186862	0.04	0.00
ENSG00000186866	0.53	0.43
ENSG00000186867	0.02	0.00
ENSG00000186868	0.42	0.05
ENSG00000186871	0.00	0.00
ENSG00000186881	0.00	0.00
ENSG00000186889	0.07	0.02
ENSG00000186891	0.02	0.00
ENSG00000186895	0.00	0.00
ENSG00000186897	0.00	0.00
ENSG00000186907	0.00	0.00
ENSG00000186908	1.30	0.20
ENSG00000186910	0.00	0.00
ENSG00000186912	0.00	0.02
ENSG00000186918	1.64	3.28
ENSG00000186919	0.03	0.00
ENSG00000186924	0.00	0.00
ENSG00000186925	0.00	0.00
ENSG00000186930	0.00	0.00
ENSG00000186943	0.00	0.00
ENSG00000186951	0.61	0.33
ENSG00000186952	0.07	0.00
ENSG00000186965	0.00	0.00
ENSG00000186967	0.00	0.00
ENSG00000186970	0.00	0.00
ENSG00000186971	0.00	0.00
ENSG00000186973	0.00	0.00
ENSG00000186976	0.05	0.14
ENSG00000186977	0.00	0.00
ENSG00000186980	0.00	0.00
ENSG00000186994	0.26	0.23
ENSG00000186998	0.01	0.00
ENSG00000187003	0.00	0.00
ENSG00000187005	0.00	0.00
ENSG00000187010	0.01	0.00
ENSG00000187017	0.00	0.00
ENSG00000187021	0.00	0.00
ENSG00000187024	0.25	0.46
ENSG00000187026	0.00	0.00
ENSG00000187033	0.00	0.00
ENSG00000187037	0.01	0.00
ENSG00000187045	0.00	0.00
ENSG00000187048	0.00	0.00
ENSG00000187049	0.32	0.30
ENSG00000187051	6.00	2.61
ENSG00000187054	0.00	0.00
ENSG00000187066	0.00	0.00
ENSG00000187068	1.05	0.75
ENSG00000187079	5.51	2.97
ENSG00000187080	0.00	0.00
ENSG00000187082	0.00	0.00
ENSG00000187091	0.29	0.44
ENSG00000187094	0.36	0.00
ENSG00000187097	0.31	0.28
ENSG00000187098	1.98	0.60
ENSG00000187105	0.00	0.00
ENSG00000187109	9.39	5.76
ENSG00000187116	0.07	0.19
ENSG00000187118	0.32	0.64
ENSG00000187122	0.02	0.00
ENSG00000187123	0.03	0.01
ENSG00000187134	1.03	1.50
ENSG00000187135	0.00	0.00
ENSG00000187140	0.14	0.00
ENSG00000187144	0.00	0.00
ENSG00000187147	3.42	1.71
ENSG00000187151	0.01	0.00
ENSG00000187164	0.17	1.10
ENSG00000187166	0.08	0.00
ENSG00000187170	0.00	0.00
ENSG00000187173	0.00	0.00
ENSG00000187175	0.00	0.00
ENSG00000187180	0.00	0.00
ENSG00000187186	0.16	0.02
ENSG00000187187	0.25	0.06
ENSG00000187189	0.53	0.75
ENSG00000187191	0.00	0.00
ENSG00000187193	11.65	6.32
ENSG00000187210	0.05	0.41
ENSG00000187223	0.00	0.00
ENSG00000187231	1.04	0.83
ENSG00000187238	0.00	0.00
ENSG00000187239	2.82	1.64
ENSG00000187240	0.60	0.42
ENSG00000187242	0.00	0.00
ENSG00000187243	0.02	0.01
ENSG00000187244	0.33	1.99
ENSG00000187257	1.41	0.35
ENSG00000187258	0.00	0.00
ENSG00000187260	0.52	0.20
ENSG00000187266	0.08	0.23
ENSG00000187268	0.00	0.00
ENSG00000187272	0.00	0.00
ENSG00000187288	1.03	0.00
ENSG00000187323	0.01	0.00
ENSG00000187325	1.38	1.69
ENSG00000187372	0.16	0.07
ENSG00000187391	0.32	0.02
ENSG00000187398	0.04	0.00
ENSG00000187416	0.01	0.00
ENSG00000187446	2.95	5.01
ENSG00000187474	0.13	0.00
ENSG00000187475	0.00	0.00
ENSG00000187479	1.34	1.24
ENSG00000187486	0.02	0.16
ENSG00000187492	0.03	0.00
ENSG00000187498	6.26	2.20
ENSG00000187510	0.00	0.01
ENSG00000187513	0.17	0.01
ENSG00000187514	32.16	13.23
ENSG00000187516	0.00	0.00
ENSG00000187522	0.64	1.37
ENSG00000187527	0.00	0.00
ENSG00000187531	0.36	0.83
ENSG00000187533	0.00	0.00
ENSG00000187535	0.54	0.39
ENSG00000187537	0.00	0.00
ENSG00000187545	0.00	0.00
ENSG00000187546	0.01	0.74
ENSG00000187550	0.00	0.00
ENSG00000187553	0.00	0.00
ENSG00000187554	0.13	0.01
ENSG00000187555	2.26	3.85
ENSG00000187556	0.00	0.00
ENSG00000187559	0.00	0.00
ENSG00000187566	0.04	0.00
ENSG00000187569	0.00	0.00
ENSG00000187581	0.00	0.00
ENSG00000187583	0.00	0.01
ENSG00000187595	0.00	0.00
ENSG00000187600	0.00	0.00
ENSG00000187601	0.98	0.04
ENSG00000187605	0.11	0.33
ENSG00000187607	0.73	0.66
ENSG00000187608	1.78	0.36
ENSG00000187609	0.26	0.63
ENSG00000187612	0.00	0.00
ENSG00000187616	0.00	0.00
ENSG00000187624	0.01	0.26
ENSG00000187626	0.17	0.00
ENSG00000187627	0.03	0.00
ENSG00000187630	0.56	0.99
ENSG00000187634	0.05	0.09
ENSG00000187642	0.00	0.00
ENSG00000187650	0.19	0.31
ENSG00000187658	0.00	0.00
ENSG00000187664	0.00	0.00
ENSG00000187672	0.08	0.07
ENSG00000187676	0.21	0.36
ENSG00000187678	0.44	0.16
ENSG00000187682	0.00	0.00
ENSG00000187688	0.27	0.10
ENSG00000187689	0.00	0.00
ENSG00000187690	0.00	0.00
ENSG00000187695	0.00	0.00
ENSG00000187699	0.35	0.52
ENSG00000187701	0.00	0.00
ENSG00000187713	0.94	0.55
ENSG00000187714	0.07	0.00
ENSG00000187715	0.10	0.24
ENSG00000187720	0.04	0.47
